gameId,playId,down,pass_length,offenseFormation,receiverAlignment,pass_location,yardsToGo,absoluteYardlineNumber,pff_manZone,defenseFormation,yardline_100,pff_passCoverage,routeCombo,passResult,strategy,quarter
2022091802,2451,2,short,SINGLEBACK,3x1,left,8,44,Man,5-2 Defense,66.0,Cover-1,"IN, CROSS, FLAT, CROSS",I,Midfield Short Pass,3
2022091802,2750,2,short,EMPTY,4x1,middle,15,88,Zone,5-2 Defense,22.0,Quarters,"GO, CROSS, HITCH, SLANT, GO",I,Short Middle Pass,3
2022092504,2723,2,short,SINGLEBACK,2x2,right,6,60,Zone,5-2 Defense,50.0,Cover-2,"CORNER, ANGLE, CORNER",C,Singleback Balanced Short Pass,3
2022092504,2995,2,short,SHOTGUN,2x2,right,10,52,Zone,5-2 Defense,58.0,Cover-6 Right,"CROSS, GO, GO, OUT, OUT",I,Short Right Pass,3
2022100205,2377,2,short,SINGLEBACK,2x2,right,10,46,Zone,3-1-7 Quarter,64.0,Cover-3,"SLANT, GO, FLAT, SLANT, GO",C,Midfield Short Pass,3
2022100905,2524,2,short,SHOTGUN,2x2,left,10,86,Zone,3-4 Defense,24.0,Quarters,"OUT, CORNER, IN, CROSS",I,Short Left Pass,3
2022102303,1842,2,deep,SHOTGUN,3x1,left,2,59,Zone,5-2 Defense,51.0,Cover-3,"POST, GO, FLAT, ANGLE, FLAT",IN,Second-and-Short Deep Shot,3
2022102303,2174,2,short,SHOTGUN,3x1,left,16,52,Zone,4-2-5 Nickel,58.0,Quarters,"CROSS, FLAT, HITCH, HITCH, OUT",C,Short Left Pass,3
2022103003,2758,2,short,SHOTGUN,3x1,left,30,28,Zone,Heavy DE Front,82.0,Cover-3,"HITCH, HITCH, FLAT, FLAT, HITCH",C,Short Left Pass,3
2022110603,2578,2,short,SHOTGUN,3x1,right,15,35,Zone,3-4 Defense,75.0,Cover-3 Seam,"GO, FLAT, HITCH, POST, HITCH",I,Short Right Pass,3
2022091104,2877,3,short,SHOTGUN,3x1,left,3,58,Man,5-2 Defense,52.0,Cover-1,"IN, OUT, FLAT, FLAT, HITCH",C,Short Left Pass,3
2022091104,3059,3,short,SHOTGUN,3x1,left,4,106,Man,Heavy LB Defense,4.0,Cover-1,"CORNER, IN, GO, ANGLE, FLAT",C,Short Left Pass,3
2022091802,2259,3,short,SHOTGUN,3x1,right,6,39,Zone,5-2 Defense,71.0,Cover-3,"CROSS, IN, CORNER, FLAT, OUT",I,Short Right Pass,3
2022091802,2473,3,short,SHOTGUN,3x1,middle,8,44,Zone,5-2 Defense,66.0,Cover-3,"HITCH, POST, CROSS, ANGLE, OUT",C,Short Middle Pass,3
2022091802,2772,3,short,SHOTGUN,2x2,right,15,88,Zone,3-4 Defense,22.0,Cover-3,"GO, IN, OUT, FLAT, HITCH",C,Short Right Pass,3
2022092504,2344,3,short,SHOTGUN,3x1,left,7,59,Man,5-2 Defense,51.0,Cover-1,"FLAT, GO, HITCH, FLAT, HITCH",C,Short Left Pass,3
2022092504,2446,3,short,SHOTGUN,2x2,right,2,88,Man,Interior DL Heavy,22.0,Cover-1,"CROSS, GO, CROSS, FLAT, FLAT",I,Short Right Pass,3
2022092504,2747,3,short,SHOTGUN,2x2,right,3,63,Zone,5-2 Defense,47.0,Cover-3,"CROSS, GO, POST, WHEEL, CROSS",C,Short Right Pass,3
2022100905,2163,3,short,SHOTGUN,2x2,left,2,76,Man,3-4 Defense,34.0,Cover-1,"OUT, OUT, WHEEL, HITCH, HITCH",I,Short Left Pass,3
2022100905,2546,3,short,SHOTGUN,3x1,right,10,86,Man,5-2 Defense,24.0,Cover-0,"GO, SLANT, HITCH",C,Short Right Pass,3
2022102303,2512,3,deep,SHOTGUN,3x1,right,13,40,Man,Other,70.0,Cover-1,"HITCH, IN, SCREEN, HITCH, GO",C,Third-and-Long Deep Attack,3
2022103003,2782,3,short,SHOTGUN,3x1,left,27,31,Zone,Heavy DE Front,79.0,Cover-3,"GO, GO, GO, SCREEN, GO",C,Short Left Pass,3
2022110603,2263,3,short,EMPTY,3x2,middle,12,20,Zone,3-4 Defense,90.0,Cover-3 Seam,"HITCH, FLAT, HITCH, HITCH, FLAT",I,Red Zone Quick Pass,3
2022110603,2761,3,short,SHOTGUN,3x1,middle,6,69,Zone,Heavy DE Front,41.0,Cover-3,"CROSS, FLAT, GO, IN, HITCH",C,Short Middle Pass,3
2022092504,2373,4,short,SHOTGUN,3x1,left,2,64,Man,5-2 Defense,46.0,Cover-1,"CROSS, GO, IN, FLAT, OUT",C,Short Left Pass,3
2022100905,2185,4,short,SHOTGUN,3x1,right,2,76,Man,3-4 Defense,34.0,Cover-1,"GO, HITCH, SLANT, CROSS, FLAT",C,Short Right Pass,3
2022091104,3434,1,short,SINGLEBACK,2x2,left,10,36,Zone,Heavy LB Defense,26.0,Quarters,"CORNER, CROSS, SCREEN, CROSS",C,Midfield Short Pass,4
2022091104,3730,1,short,EMPTY,3x2,left,10,72,Zone,Heavy LB Defense,62.0,Quarters,"CROSS, GO, CROSS, SLANT, OUT",C,Short Left Pass,4
2022091104,3956,1,short,SINGLEBACK,2x2,right,10,82,Zone,Heavy LB Defense,72.0,Cover-3,"CORNER, IN, CORNER, FLAT, CROSS",C,Singleback Balanced Short Pass,4
2022091104,4099,1,deep,SHOTGUN,2x2,left,10,51,Zone,5-2 Defense,41.0,Quarters,"POST, SCREEN, GO, GO, CROSS",I,Spread Misdirection Play,4
2022091802,3310,1,short,SINGLEBACK,3x1,left,10,21,Other,5-2 Defense,11.0,Red Zone,"CROSS, CROSS, OUT",C,Short Left Pass,4
2022092504,4231,1,deep,SHOTGUN,3x1,left,10,85,Zone,5-2 Defense,75.0,Cover 6-Left,"POST, GO, FLAT, CORNER",I,Shotgun Isolation Deep Attack,4
2022100205,3580,1,deep,EMPTY,3x2,left,10,85,Zone,4-3 Defense,75.0,Cover-6 Right,"OUT, HITCH, GO, POST, OUT",I,Spread Deep Attack from Empty 3x2 Alignment,4
2022100205,3671,1,short,SINGLEBACK,3x1,right,10,58,Zone,3-4 Defense,48.0,Cover-3,"GO, POST, OUT",I,Short Right Pass,4
2022100205,3760,1,short,SHOTGUN,2x2,left,10,41,Man,Heavy DE Front,31.0,Cover-1,"IN, OUT, HITCH, FLAT, IN",C,Short Left Pass,4
2022100205,3817,1,short,SHOTGUN,3x1,right,10,20,Other,3-1-7 Quarter,10.0,Red Zone,"HITCH, GO, CORNER, SLANT, ANGLE",I,Short Right Pass,4
2022100205,4125,1,short,SHOTGUN,3x1,right,10,85,Zone,Heavy DE Front,75.0,Quarters,"IN, OUT, HITCH, GO",C,Short Right Pass,4
2022100205,4264,1,deep,SHOTGUN,2x2,right,10,51,Man,5-2 Defense,41.0,Cover-1,"CORNER, OUT, CROSS, IN",C,Hi-Lo Route Concept,4
2022100205,4293,1,short,SHOTGUN,2x2,middle,10,37,Man,5-2 Defense,27.0,Cover-1,"GO, GO, CROSS, IN, OUT",I,Short Middle Pass,4
2022100205,4365,1,short,SHOTGUN,2x2,right,2,12,Other,Heavy DE Front,2.0,Red Zone,"CROSS, OUT, CROSS, FLAT, FLAT",I,Short Right Pass,4
2022100905,2629,1,short,SHOTGUN,3x1,right,20,33,Other,3-4 Defense,23.0,Miscellaneous,"POST, CROSS, HITCH, GO, FLAT",C,Short Right Pass,4
2022100905,2714,1,short,SHOTGUN,3x1,middle,8,18,Other,3-4 Defense,8.0,Red Zone,"CORNER, IN, IN, HITCH, FLAT",I,Short Middle Pass,4
2022100905,2975,1,deep,EMPTY,3x2,left,10,75,Man,3-4 Defense,65.0,Cover-1,"CROSS, CORNER, GO, CROSS, CROSS",I,Spread Deep Attack from Empty 3x2 Alignment,4
2022100905,3026,1,short,SHOTGUN,2x2,right,10,50,Zone,3-4 Defense,40.0,Cover-3,"GO, HITCH, GO, OUT, IN",I,Short Right Pass,4
2022100905,3296,1,short,EMPTY,3x2,right,10,85,Man,5-2 Defense,75.0,Cover-1,"OUT, CROSS, GO, POST",C,Short Right Pass,4
2022100905,3325,1,short,EMPTY,4x1,middle,10,73,Zone,5-2 Defense,63.0,Cover-2,"POST, HITCH, GO, GO, IN",C,Short Middle Pass,4
2022100905,3385,1,deep,SHOTGUN,2x2,middle,10,34,Zone,5-2 Defense,24.0,Quarters,"POST, IN, HITCH, CROSS, FLAT",I,Midfield Deep Shotgun Attack,4
2022102303,2826,1,short,EMPTY,3x2,right,10,89,Man,5-2 Defense,79.0,Cover-1,"CROSS, GO, GO, CROSS, SLANT",C,Short Right Pass,4
2022102303,3283,1,short,SHOTGUN,2x2,left,10,85,Zone,5-2 Defense,75.0,Cover-3 Seam,"OUT, IN, IN, HITCH, FLAT",C,Short Left Pass,4
2022102303,3501,1,short,SHOTGUN,3x1,left,10,85,Zone,5-2 Defense,75.0,Cover-2,"IN, IN, HITCH, GO, FLAT",C,Short Left Pass,4
2022103003,3476,1,short,SINGLEBACK,2x2,left,10,98,Zone,3-4 Defense,88.0,Cover-3,"POST, OUT, CROSS, CROSS",C,Singleback Balanced Short Pass,4
2022103003,3526,1,short,SHOTGUN,2x2,right,10,82,Zone,3-4 Defense,72.0,Cover-3,"OUT, FLAT, GO, HITCH, GO",C,Short Right Pass,4
2022110603,3417,1,short,SHOTGUN,2x2,right,20,97,Zone,3-4 Defense,87.0,Cover-3,"GO, FLAT, HITCH, HITCH, FLAT",I,Short Right Pass,4
2022091104,3754,2,deep,SINGLEBACK,2x2,right,3,65,Zone,Heavy LB Defense,55.0,Cover-3,"CROSS, POST, FLAT, FLAT",I,Second-and-Short Deep Shot,4
2022091104,4046,2,short,EMPTY,3x2,right,10,63,Zone,5-2 Defense,53.0,Cover-3,"IN, HITCH, GO, GO, OUT",C,Short Right Pass,4
2022091104,4121,2,deep,SHOTGUN,3x1,left,10,51,Man,Heavy LB Defense,41.0,Cover-0,"CORNER, GO, FLAT, IN, IN",I,Shotgun Isolation Deep Attack,4
2022091104,4197,2,short,EMPTY,3x2,right,5,35,Zone,5-2 Defense,25.0,Quarters,"POST, GO, GO, CROSS, POST",C,Short Right Pass,4
2022091802,3215,2,deep,I_FORM,1x1,middle,2,72,Zone,4-3 Defense,62.0,Cover-3,"POST, POST, OUT",C,Second-and-Short Deep Shot,4
2022091802,3262,2,short,EMPTY,3x2,left,10,54,Zone,5-2 Defense,44.0,Quarters,"GO, OUT, CORNER, GO, OUT",C,Short Left Pass,4
2022092504,3756,2,deep,SINGLEBACK,2x1,left,7,46,Man,5-2 Defense,36.0,Cover-1,"GO, POST, FLAT, GO",I,Deep Left Isolation Pass,4
2022092504,4253,2,deep,SHOTGUN,3x1,left,10,85,Zone,5-2 Defense,75.0,Cover 6-Left,"IN, FLAT, GO, HITCH, HITCH",C,Shotgun Isolation Deep Attack,4
2022092504,4299,2,deep,SHOTGUN,3x1,middle,10,60,Zone,5-2 Defense,50.0,Cover 6-Left,"POST, OUT, IN, POST",I,Deep Middle Pass,4
2022100205,3227,2,short,SINGLEBACK,2x2,middle,3,13,Other,3-1-7 Quarter,3.0,Red Zone,"GO, SLANT, OUT, CROSS",C,Red Zone Short Pass,4
2022100205,3602,2,short,SHOTGUN,2x2,middle,10,85,Man,3-4 Defense,75.0,Cover-1,"GO, POST, GO, FLAT",C,Short Middle Pass,4
2022100205,3839,2,short,SHOTGUN,2x2,left,10,20,Zone,4-3 Defense,10.0,Cover-3,"HITCH, HITCH, GO, CORNER, FLAT",C,Short Left Pass,4
2022100205,4228,2,short,SHOTGUN,2x2,right,1,63,Zone,5-2 Defense,53.0,Cover-3 Seam,"POST, IN, GO, CROSS, OUT",C,Short Right Pass,4
2022100205,4387,2,short,SHOTGUN,3x1,left,2,12,Other,3-4 Defense,2.0,Red Zone,"POST, FLAT, HITCH, FLAT, HITCH",C,Short Left Pass,4
2022100905,2653,2,short,SINGLEBACK,2x2,left,14,27,Man,3-4 Defense,17.0,Cover-1 Double,"CROSS, CROSS, SCREEN, CROSS, FLAT",I,Singleback Balanced Short Pass,4
2022100905,2736,2,short,SHOTGUN,3x1,middle,8,18,Other,3-4 Defense,8.0,Red Zone,"SCREEN, GO, GO, ANGLE",C,Short Middle Pass,4
2022100905,2997,2,short,SHOTGUN,3x1,right,10,75,Man,3-4 Defense,65.0,Cover-1,"IN, CROSS, GO, WHEEL, CROSS",C,Short Right Pass,4
2022100905,3048,2,short,SHOTGUN,3x1,middle,10,50,Zone,5-2 Defense,40.0,Cover-2,"GO, GO, GO, ANGLE, POST",C,Short Middle Pass,4
2022100905,3349,2,deep,SHOTGUN,3x1,left,2,65,Man,5-2 Defense,55.0,Cover-1,"POST, GO, IN, CROSS",C,Second-and-Short Deep Shot,4
2022100905,3407,2,short,SHOTGUN,2x2,left,10,34,Man,5-2 Defense,24.0,Cover-1,"IN, GO, IN, OUT",C,Short Left Pass,4
2022102303,2646,2,short,SINGLEBACK,2x2,left,5,28,Man,5-2 Defense,18.0,Cover-1,"OUT, GO, GO, FLAT",C,Singleback Balanced Short Pass,4
2022102303,2871,2,short,SHOTGUN,3x1,middle,12,68,Other,5-2 Defense,58.0,Miscellaneous,"GO, POST, HITCH, HITCH",I,Short Middle Pass,4
2022103003,3550,2,short,SINGLEBACK,2x2,right,2,74,Zone,3-4 Defense,64.0,Cover-3,"CORNER, IN, OUT, CORNER",C,Singleback Balanced Short Pass,4
2022103003,3630,2,short,SHOTGUN,3x1,middle,3,62,Zone,3-4 Defense,52.0,Cover-3,"GO, SCREEN, GO, FLAT, HITCH",C,Short Middle Pass,4
2022110603,2846,2,short,I_FORM,1x1,right,3,13,Man,3-4 Defense,3.0,Cover-0,"CORNER, FLAT, CROSS, FLAT",I,Short Right Pass,4
2022110603,3439,2,short,SHOTGUN,2x2,right,20,97,Zone,3-4 Defense,87.0,Cover-3,"CROSS, GO, ANGLE, OUT, OUT",C,Short Right Pass,4
2022110603,3498,2,short,SHOTGUN,3x1,left,9,73,Zone,3-4 Defense,63.0,Cover-3,"SCREEN, GO, CROSS",C,Short Left Pass,4
2022091104,4001,3,short,SHOTGUN,3x1,middle,4,76,Zone,Heavy LB Defense,66.0,Quarters,"IN, CROSS, GO, ANGLE, CORNER",C,Short Middle Pass,4
2022091104,4075,3,short,SHOTGUN,3x1,right,5,58,Zone,5-2 Defense,48.0,Cover-3,"POST, HITCH, IN, FLAT, HITCH",C,Short Right Pass,4
2022091104,4221,3,deep,SHOTGUN,3x1,right,2,32,Man,5-2 Defense,22.0,Cover-1,"CORNER, GO, CROSS, FLAT, OUT",C,Midfield Deep Shotgun Attack,4
2022091802,3286,3,short,EMPTY,3x2,right,2,46,Zone,4-3 Defense,36.0,Cover-3,"GO, POST, HITCH, GO, GO",C,Short Right Pass,4
2022092504,3291,3,deep,SHOTGUN,2x2,right,1,83,Man,5-2 Defense,73.0,Cover-1,"GO, GO, ANGLE, OUT",I,Flood Concept (Intermediate Stretch),4
2022092504,3702,3,short,SHOTGUN,3x1,middle,8,58,Zone,5-2 Defense,48.0,Cover 6-Left,"IN, POST, OUT, SCREEN, HITCH",C,Short Middle Pass,4
2022092504,4321,3,deep,SHOTGUN,2x2,left,10,60,Zone,5-2 Defense,50.0,Cover 6-Left,"HITCH, POST, FLAT, CORNER",IN,Third-and-Long Deep Attack,4
2022100205,3714,3,deep,SHOTGUN,2x2,middle,10,58,Zone,5-2 Defense,48.0,Quarters,"POST, HITCH, FLAT, IN, HITCH",I,Third-and-Long Deep Attack,4
2022100205,3863,3,short,SHOTGUN,2x2,left,4,14,Man,4-3 Defense,4.0,Cover-1,"IN, SLANT, GO, GO, OUT",C,Short Left Pass,4
2022100205,4341,3,short,SHOTGUN,3x1,middle,9,36,Man,Heavy DE Front,26.0,2-Man,"CROSS, OUT, HITCH, IN, OUT",C,Short Middle Pass,4
2022100905,2760,3,short,SHOTGUN,3x1,left,5,15,Man,3-4 Defense,5.0,Cover-0,"HITCH, OUT, HITCH, HITCH",I,Short Left Pass,4
2022100905,3072,3,short,SHOTGUN,2x2,left,3,43,Man,5-2 Defense,33.0,Cover-1,"OUT, GO, OUT, OUT",C,Short Left Pass,4
2022100905,3431,3,short,SHOTGUN,2x2,right,4,28,Man,5-2 Defense,18.0,Cover-1,"CROSS, HITCH, IN, HITCH",I,Short Right Pass,4
2022102303,2893,3,short,SHOTGUN,2x2,middle,12,68,Man,5-2 Defense,58.0,Cover-1,"HITCH, HITCH, FLAT, HITCH, FLAT",IN,Short Middle Pass,4
2022102303,3573,3,deep,SHOTGUN,2x2,middle,12,87,Zone,Heavy DE Front,77.0,Cover-2,"IN, GO, CROSS",C,Third-and-Long Deep Attack,4
2022103003,3708,3,short,SHOTGUN,3x1,left,12,56,Zone,3-4 Defense,46.0,Cover-3,"POST, HITCH, OUT, FLAT, HITCH",C,Short Left Pass,4
2022110603,2874,3,short,EMPTY,3x2,middle,3,13,Zone,3-4 Defense,3.0,Cover-3,"FLAT, IN, GO, FLAT, IN",C,Red Zone Quick Pass,4
2022110603,3522,3,short,SINGLEBACK,2x2,left,1,65,Zone,3-4 Defense,55.0,Cover-3 Cloud Right,"CROSS, CROSS, CORNER, CROSS",C,Short Yardage Pass,4
2022091802,3828,4,short,SHOTGUN,2x2,middle,3,43,Man,5-2 Defense,33.0,Cover-0,"HITCH, GO, GO, SLANT",I,Short Middle Pass,4
2022100905,2793,4,short,SHOTGUN,3x1,right,5,15,Man,5-2 Defense,5.0,Cover-1,"SLANT, GO, OUT, FLAT, CROSS",I,Short Right Pass,4
2022100905,3456,4,deep,SHOTGUN,3x1,left,4,28,Man,Interior DL Heavy,18.0,Cover-1,"OUT, POST, FLAT, IN",I,Scoring Zone Deep Pass,4
2022103003,3732,4,deep,SHOTGUN,2x2,right,1,45,Man,3-4 Defense,35.0,Cover-1,"POST, CORNER, FLAT, OUT",I,Midfield Deep Shotgun Attack,4
2022110603,3614,4,short,SHOTGUN,3x1,left,3,53,Man,3-4 Defense,43.0,Cover-0,"IN, GO, CROSS, SLANT",I,Short Left Pass,4
